Region;Documents;Citable documents;Citations;Self-Citations;Citations per Document;H index
America;11893;11548;122625;25476;10.31;261
Europa;11249;10979;128671;29849;11.44;268
Asia;11243;11014;103137;39916;9.17;158
Asia;11177;10681;172504;22156;15.43;308
Europa;11003;10313;206830;33554;18.80;362
Europa;9836;9515;147853;28761;15.03;269
Oceania;8878;8162;152046;23605;17.13;318
Africa;8238;7692;112679;24818;13.68;260
Europa;7556;7296;100205;15255;13.26;277
Europa;7369;6841;134599;16435;18.27;299
America;7354;7115;104966;22379;14.27;249
Europa;6529;6471;35839;10089;5.49;159
Asia;5855;5690;69481;11997;11.87;190
Asia;5046;4952;48658;8990;9.64;148
America;4840;4688;66082;13089;13.65;214
Europa;4491;4424;33729;8193;7.51;153
Asia;4273;4143;33204;7946;7.77;145
Europa;3801;3671;28544;6171;7.51;161
Europa;3596;3515;38411;6941;10.68;165
Asia;3423;3248;25814;7549;7.54;130
Europa;3329;3219;41936;7353;12.60;172
Europa;2775;2709;29422;4569;10.60;154
Africa;2742;2667;18199;4635;6.64;103
Asia;2550;2437;19564;2823;7.67;144
Africa;2527;2437;18512;4245;7.33;97
America;1990;1922;24590;4088;12.36;151
America;1888;1829;15303;1934;8.11;141
Europa;1805;1769;16484;3927;9.13;122
Africa;1786;1769;12952;2588;7.25;89
America;1775;1718;10690;2222;6.02;106
Europa;1531;1518;8252;1643;5.39;114
Africa;1504;1433;13573;2451;9.02;109
Asia;1360;1290;12432;1214;9.14;100
Asia;1266;1240;12230;1348;9.66;92
Europa;1214;1178;17988;3600;14.82;148
Asia;1187;1145;14185;1443;11.95;126
Asia;1085;1060;12117;2272;11.17;112
Asia;1022;932;10827;1034;10.59;109
Africa;1019;968;16512;3272;16.20;149
Asia;965;938;14310;1769;14.83;122
Asia;922;887;7052;905;7.65;92
America;895;868;13834;1086;15.46;141
Asia;855;814;13405;1264;15.68;131
Europa;658;621;8515;1065;12.94;100
Europa;657;613;16088;1670;24.49;181
America;638;597;10311;1222;16.16;126
America;606;583;8746;1280;14.43;114
Europa;591;577;8063;1162;13.64;116
Asia;585;555;6800;600;11.62;96
Africa;583;560;9716;1646;16.67;102
Africa;575;561;6695;1415;11.64;78
Europa;545;516;4140;627;7.60;90
Asia;542;511;4201;502;7.75;74
Africa;497;490;6216;1333;12.51;82
Europa;483;472;6322;636;13.09;94
Europa;471;461;1896;510;4.03;86
Asia;466;462;6897;38;14.80;67
Asia;465;423;5771;673;12.41;80
Africa;464;441;8876;1599;19.13;111
Asia;439;438;2992;459;6.82;58
America;413;397;7022;696;17.00;115
Europa;406;388;6054;471;14.91;92
Africa;380;368;5147;653;13.54;82
Europa;378;373;1775;404;4.70;50
Europa;377;366;2532;287;6.72;67
Asia;322;305;1878;215;5.83;46
Asia;321;316;1632;239;5.08;59
America;311;287;5427;911;17.45;92
Africa;303;288;3619;450;11.94;63
Europa;292;290;2626;436;8.99;68
Asia;289;283;2486;238;8.60;60
Africa;286;278;4463;556;15.60;81
Africa;282;261;3504;411;12.43;83
Asia;269;245;1581;129;5.88;43
America;256;235;2216;203;8.66;67
America;248;227;8958;789;36.12;119
Africa;244;239;3618;562;14.83;71
Europa;234;231;1667;207;7.12;49
Asia;226;219;2523;247;11.16;64
America;221;202;3294;213;14.90;64
Africa;203;186;4002;650;19.71;89
Africa;202;191;2246;280;11.12;76
Africa;202;193;1857;289;9.19;58
Asia;183;179;1763;182;9.63;48
America;181;177;2931;302;16.19;71
Africa;167;163;1733;315;10.38;55
Africa;161;156;3325;472;20.65;75
Africa;149;140;1926;181;12.93;56
Africa;148;142;1190;51;8.04;41
Europa;147;139;3093;174;21.04;70
Africa;143;141;2428;352;16.98;62
Asia;136;135;1351;125;9.93;41
Oceania;131;124;1375;135;10.50;46
Oceania;127;125;2223;398;17.50;63
Africa;126;122;1932;216;15.33;59
Asia;121;117;1223;159;10.11;61
Africa;120;114;2159;220;17.99;67
Africa;119;113;3087;271;25.94;62
Asia;115;107;1640;197;14.26;57
Africa;112;108;3344;320;29.86;85
Africa;108;106;1565;191;14.49;60
Asia;97;95;1069;90;11.02;42
Asia;95;92;1813;248;19.08;49
America;91;86;1517;123;16.67;51
Africa;90;88;1177;63;13.08;45
Asia;89;75;973;61;10.93;44
America;89;81;1233;106;13.85;58
America;87;79;812;63;9.33;55
Oceania;84;81;1248;134;14.86;59
Europa;83;75;1208;192;14.55;64
America;75;73;2126;109;28.35;46
Europa;74;70;730;35;9.86;40
Asia;73;73;599;48;8.21;35
Asia;71;68;799;49;11.25;41
Europa;67;67;1127;105;16.82;44
Africa;66;63;1104;112;16.73;51
America;64;55;857;67;13.39;46
America;62;60;1575;29;25.40;48
Africa;61;50;490;55;8.03;33
Oceania;52;50;670;84;12.88;50
America;49;46;435;17;8.88;36
Europa;48;46;157;44;3.27;23
Europa;46;46;827;96;17.98;40
Africa;45;43;704;67;15.64;43
Asia;44;44;278;33;6.32;24
Africa;43;41;600;47;13.95;28
America;43;38;348;30;8.09;27
America;42;40;583;25;13.88;43
America;42;42;645;17;15.36;45
Africa;40;36;387;16;9.68;31
Asia;39;32;205;14;5.26;24
America;38;35;1043;53;27.45;62
Oceania;38;34;438;30;11.53;48
Africa;37;34;298;11;8.05;28
Africa;37;37;475;27;12.84;37
America;37;36;848;61;22.92;39
Asia;35;35;457;30;13.06;20
Africa;35;34;695;17;19.86;35
Africa;33;32;508;42;15.39;29
America;29;28;510;11;17.59;39
America;29;26;240;7;8.28;28
Africa;28;26;336;22;12.00;36
Africa;26;25;236;12;9.08;28
Africa;26;24;1650;64;63.46;38
America;24;24;282;16;11.75;34
Europa;21;18;348;31;16.57;40
Africa;20;20;249;12;12.45;23
America;19;19;227;15;11.95;29
Africa;19;18;255;4;13.42;33
America;18;18;309;45;17.17;29
Africa;18;17;105;4;5.83;23
America;17;17;225;7;13.24;26
Oceania;17;16;176;19;10.35;22
Oceania;15;12;194;13;12.93;20
Oceania;15;12;122;9;8.13;27
Africa;13;12;49;3;3.77;26
America;13;11;153;11;11.77;30
America;13;13;27;4;2.08;16
Africa;13;12;210;84;16.15;44
Oceania;13;13;157;18;12.08;24
Oceania;12;12;119;5;9.92;23
Europa;12;12;94;1;7.83;19
Asia;12;12;151;7;12.58;17
Europa;11;11;126;9;11.45;18
Africa;11;11;124;10;11.27;13
America;11;11;80;6;7.27;18
Africa;11;9;48;2;4.36;16
Oceania;11;10;132;4;12.00;14
Oceania;10;10;258;15;25.80;19
America;10;9;94;4;9.40;25
Africa;9;8;66;15;7.33;17
America;9;6;40;2;4.44;14
America;8;8;147;6;18.38;18
Asia;8;8;40;2;5.00;18
Africa;8;7;35;2;4.38;8
Asia;8;8;75;7;9.38;10
Africa;7;6;108;4;15.43;15
Oceania;7;6;62;0;8.86;17
America;6;6;57;0;9.50;10
America;6;6;457;9;76.17;17
Europa;5;5;161;15;32.20;16
America;5;5;76;8;15.20;23
Africa;4;4;38;7;9.50;13
Oceania;3;2;2;0;0.67;2
Africa;3;3;38;3;12.67;15
America;3;3;28;0;9.33;11
Oceania;3;3;13;0;4.33;7
America;3;3;42;1;14.00;10
Oceania;2;2;3;0;1.50;3
Oceania;2;2;19;0;9.50;6
Asia;2;2;9;0;4.50;13
America;1;1;7;0;7.00;5
Oceania;1;1;8;2;8.00;10
Africa;1;1;1;0;1.00;11
Oceania;1;1;4;0;4.00;3
Oceania;1;1;0;0;0.00;5
Europa;1;0;0;0;0.00;4
America;484740;440875;8716285;4199979;17.98;1518
Asia;212358;210959;1480335;828901;6.97;436
Europa;136675;121338;2371300;575284;17.35;934
Europa;124022;115910;2009685;528161;16.20;815
Asia;115553;112250;1354083;389963;11.72;694
Europa;88071;83167;1332768;311672;15.13;742
America;73434;68089;1245387;241873;16.96;725
Europa;70226;65411;1069033;251983;15.22;654
Europa;55511;51723;791547;198450;14.26;531
Asia;50889;48126;460037;156312;9.04;341
Oceania;49918;46026;795355;176263;15.93;583
Asia;46019;45229;471850;107612;10.25;375
Europa;38577;35712;813321;141017;21.08;636
America;35735;34338;343719;125806;9.62;342
Europa;34680;34212;210025;62920;6.06;355
Asia;31291;30593;316520;76836;10.12;300
Europa;28406;26513;604256;88451;21.27;629
Europa;25406;24155;488876;77480;19.24;567
Europa;24963;24315;223512;52065;8.95;336
Asia;24617;23439;230582;54232;9.37;237
Europa;21271;19939;393906;60429;18.52;502
Europa;15582;14572;255147;36446;16.37;416
Asia;15534;14586;253372;36701;16.31;456
Asia;14725;14405;126990;48181;8.62;158
Europa;14656;13722;183981;31481;12.55;295
Europa;14182;13254;303899;44014;21.43;476
Europa;13552;12942;228572;36986;16.87;407
Asia;12805;12185;198522;24953;15.50;325
America;12146;11759;116119;24999;9.56;261
Europa;12107;11838;124169;29193;10.26;268
Europa;11766;11034;198089;32771;16.84;362
Asia;11280;10711;166919;22113;14.80;308
Europa;10254;9864;142401;28052;13.89;269
Oceania;9462;8658;143648;22502;15.18;318
Africa;8649;8017;103834;24368;12.01;260
Europa;8174;7550;137243;16915;16.79;299
Europa;7924;7634;98998;15484;12.49;277
America;7824;7529;96251;20465;12.30;249
Europa;6665;6604;36596;10020;5.49;159
Asia;6571;6407;76680;12918;11.67;190
Europa;6151;6051;40758;9881;6.63;153
Asia;5690;5563;47905;8824;8.42;148
America;5172;4956;61950;12990;11.98;214
Asia;5058;4908;37480;9569;7.41;145
Europa;4363;4222;29158;6541;6.68;161
Asia;4156;3973;31600;8950;7.60;130
Europa;3782;3685;36132;6371;9.55;165
Europa;3712;3601;39443;7797;10.63;172
Europa;3457;3384;27046;4646;7.82;154
Africa;3234;3182;21533;5102;6.66;103
Africa;3005;2927;21638;4838;7.20;97
Asia;2737;2615;20942;3224;7.65;144
America;2416;2324;24651;3813;10.20;151
America;1986;1917;14288;1888;7.19;141
Africa;1978;1970;12535;2548;6.34;89
Europa;1887;1843;14206;3757;7.53;122
Europa;1886;1809;11757;2857;6.23;86
America;1775;1689;9858;1921;5.55;106
Europa;1655;1647;7808;1425;4.72;114
Africa;1614;1545;12344;2086;7.65;109
Asia;1506;1470;10120;1343;6.72;92
Europa;1449;1406;20386;3677;14.07;148
Asia;1439;1408;11760;2235;8.17;112
Asia;1378;1315;11372;1124;8.25;100
Africa;1228;1124;18762;3106;15.28;149
Asia;1192;1141;13495;1665;11.32;126
Asia;1074;1008;10560;944;9.83;109
Asia;1061;1021;13384;1998;12.61;122
Asia;955;922;7748;945;8.11;92
Asia;912;831;12409;1341;13.61;131
America;855;828;11453;849;13.40;141
Europa;751;720;8966;1275;11.94;100
Europa;729;691;19422;1719;26.64;181
Asia;718;652;6405;597;8.92;96
America;666;637;11689;1125;17.55;126
America;648;616;9400;1274;14.51;114
Africa;633;604;10376;1709;16.39;102
Africa;607;584;6018;1277;9.91;78
Europa;597;588;6812;903;11.41;116
Asia;590;554;3936;512;6.67;74
Africa;584;542;9413;1710;16.12;111
Europa;578;564;4281;700;7.41;94
Africa;566;538;6579;1303;11.62;82
Asia;550;509;4866;531;8.85;80
Africa;524;488;5343;641;10.20;82
Europa;496;490;1123;261;2.26;50
America;487;463;7249;651;14.89;115
Asia;484;481;3067;653;6.34;58
Europa;471;441;4455;664;9.46;90
Europa;434;413;5234;543;12.06;92
Asia;417;395;3243;243;7.78;60
Europa;399;386;2744;319;6.88;67
Africa;346;333;4551;604;13.15;81
Asia;339;337;1879;239;5.54;59
America;336;326;4318;572;12.85;92
Asia;325;305;2377;218;7.31;46
Africa;323;310;3286;339;10.17;83
Europa;314;308;1977;256;6.30;49
America;289;280;2117;192;7.33;67
America;284;264;7899;803;27.81;119
Africa;282;248;4410;745;15.64;89
Europa;272;264;2645;524;9.72;68
Asia;271;269;3051;16;11.26;67
Africa;270;260;2809;320;10.40;58
Africa;266;252;2786;238;10.47;63
Asia;265;249;1525;146;5.75;43
Asia;257;235;1884;266;7.33;48
Asia;255;245;2187;287;8.58;64
Africa;249;244;2954;312;11.86;76
Africa;246;237;2927;459;11.90;71
America;238;220;1901;227;7.99;64
America;211;205;3465;301;16.42;71
Africa;206;205;2644;467;12.83;62
Asia;200;196;2649;221;13.25;61
Africa;196;184;3540;434;18.06;75
Africa;188;183;2070;487;11.01;55
Europa;174;157;2439;180;14.02;70
Africa;169;166;930;61;5.50;41
Oceania;167;157;1673;144;10.02;46
Africa;160;151;1737;197;10.86;56
Asia;146;142;1496;71;10.25;41
Asia;145;139;2765;341;19.07;57
Africa;133;124;1690;183;12.71;59
Oceania;126;124;1785;265;14.17;63
Africa;114;107;2299;206;20.17;60
Africa;108;106;1515;127;14.03;62
Oceania;103;100;1489;153;14.46;59
Africa;102;95;3130;204;30.69;85
Asia;96;80;904;60;9.42;44
Africa;94;88;1588;187;16.89;67
America;94;92;1527;136;16.24;58
Asia;92;92;1051;96;11.42;42
Africa;88;86;665;65;7.56;45
America;87;82;952;85;10.94;46
America;84;74;538;51;6.40;55
Asia;84;80;737;59;8.77;41
Europa;83;76;1166;146;14.05;64
Europa;78;76;807;62;10.35;40
Asia;76;71;1519;167;19.99;49
Asia;71;70;622;50;8.76;35
Oceania;70;68;718;108;10.26;50
Europa;68;68;229;31;3.37;23
America;67;62;731;52;10.91;51
Africa;67;62;418;46;6.24;33
America;66;63;573;55;8.68;27
Africa;62;60;762;44;12.29;51
America;61;59;1090;66;17.87;46
America;61;59;734;55;12.03;48
Africa;59;54;851;71;14.42;43
Europa;56;53;765;81;13.66;44
America;55;52;553;38;10.05;43
Asia;55;54;230;50;4.18;24
Africa;50;47;738;24;14.76;31
Europa;46;45;550;97;11.96;40
Africa;41;38;523;10;12.76;28
Africa;37;36;855;91;23.11;38
America;36;36;771;28;21.42;45
America;35;31;1022;109;29.20;62
America;35;34;270;20;7.71;36
Africa;34;32;508;42;14.94;35
Africa;33;31;207;17;6.27;28
America;33;33;364;44;11.03;29
Oceania;33;33;324;22;9.82;48
Asia;32;28;405;61;12.66;24
Africa;32;30;721;20;22.53;37
Africa;32;29;837;122;26.16;44
America;31;30;192;1;6.19;28
America;29;28;467;40;16.10;39
America;25;24;220;9;8.80;39
America;25;25;291;45;11.64;30
Africa;25;24;236;22;9.44;23
America;25;24;199;8;7.96;34
Africa;24;23;298;19;12.42;29
Africa;23;22;184;12;8.00;28
Africa;22;21;222;12;10.09;26
Africa;22;22;306;12;13.91;36
Asia;20;19;88;15;4.40;20
Africa;19;19;164;9;8.63;23
Africa;18;17;400;10;22.22;33
Europa;18;18;436;37;24.22;40
Europa;17;15;228;1;13.41;18
Oceania;17;14;177;5;10.41;27
Oceania;15;15;168;20;11.20;23
America;15;15;146;13;9.73;17
Oceania;14;14;82;8;5.86;20
Asia;14;12;266;11;19.00;18
America;13;10;65;0;5.00;18
America;12;12;158;3;13.17;25
Africa;11;11;101;4;9.18;15
America;11;10;156;13;14.18;18
Europa;11;11;6;0;0.55;19
Europa;10;9;155;15;15.50;16
Africa;10;10;39;7;3.90;17
America;10;9;186;3;18.60;26
Oceania;10;8;78;5;7.80;24
America;9;9;26;1;2.89;10
America;9;8;77;0;8.56;14
Asia;9;7;61;1;6.78;10
America;8;8;149;4;18.63;29
Africa;8;8;131;12;16.38;11
Africa;8;8;42;4;5.25;8
Asia;8;8;47;6;5.88;17
Oceania;8;8;76;12;9.50;17
Europa;8;0;0;0;0.00;4
Oceania;8;8;19;1;2.38;22
Oceania;7;7;107;13;15.29;19
Oceania;6;6;88;6;14.67;10
America;5;4;36;7;7.20;16
Oceania;5;4;41;0;8.20;6
Africa;5;4;4;1;0.80;16
America;5;5;49;2;9.80;23
Oceania;4;4;5;0;1.25;3
Africa;4;4;4;1;1.00;13
Oceania;4;4;45;0;11.25;14
Oceania;4;4;14;0;3.50;2
America;4;4;29;0;7.25;10
Asia;3;3;11;2;3.67;13
Africa;3;3;57;3;19.00;15
America;3;2;15;0;5.00;11
Oceania;2;2;10;0;5.00;5
Oceania;2;2;45;0;22.50;7
America;1;1;10;0;10.00;10
Africa;1;1;4;0;4.00;7
Europa;1;1;6;0;6.00;8
America;1;1;1;0;1.00;1
America;1;1;103;0;103.00;8
Oceania;1;1;16;1;16.00;3
America;499003;452547;7687338;3734157;15.41;1518
Asia;250992;249074;1563517;875128;6.23;436
Europa;139539;123042;2093037;519026;15.00;934
Europa;129668;120068;1759900;486748;13.57;815
Asia;116620;112765;1159943;343731;9.95;694
Europa;93062;87820;1208782;291639;12.99;742
America;76480;70734;1131379;226519;14.79;725
Europa;74050;68542;988074;240310;13.34;654
Europa;59839;55545;737730;190132;12.33;531
Asia;58162;54941;435036;147954;7.48;341
Oceania;53408;48699;764035;173396;14.31;583
Asia;50033;49095;460597;110532;9.21;375
America;41206;39677;339703;122630;8.24;342
Europa;41035;37487;724839;131436;17.66;636
Europa;35954;35380;194337;57789;5.41;355
Asia;34195;33347;308991;76734;9.04;300
Europa;29780;27572;563903;84129;18.94;629
Europa;27464;26644;193140;49930;7.03;336
Asia;25613;24356;195440;48462;7.63;237
Europa;25511;24066;433194;70457;16.98;567
Europa;22674;21317;374995;57397;16.54;502
Asia;19297;18835;132310;51088;6.86;158
Europa;16564;15465;227603;34474;13.74;416
Europa;15889;14731;174675;28984;10.99;295
Asia;15861;14912;234837;33709;14.81;456
Europa;14845;13835;282251;41876;19.01;476
Europa;13941;13291;209720;34360;15.04;407
America;13740;13251;117384;25240;8.54;261
Europa;13263;12898;118055;28698;8.90;268
Asia;12904;12295;168077;22812;13.03;325
Asia;12395;11707;165400;24101;13.34;308
Europa;12270;11543;183112;30570;14.92;362
Europa;12199;11679;144375;28652;11.83;269
Oceania;10017;9166;128447;21056;12.82;318
Africa;9551;8868;106868;24876;11.19;260
Europa;8995;8303;128815;17090;14.32;299
America;8802;8395;97236;20855;11.05;249
Europa;8645;8320;85876;14116;9.93;277
Europa;8359;8239;45387;12276;5.43;153
Asia;7795;7550;68733;12781;8.82;190
Asia;7741;7523;42227;11946;5.45;145
Europa;7101;7016;33151;9207;4.67;159
Asia;6443;6268;48275;9345;7.49;148
America;5851;5638;59640;11844;10.19;214
Asia;5032;4850;36052;10696;7.16;130
Europa;4730;4574;27146;6103;5.74;161
Europa;4485;4356;33605;6239;7.49;165
Europa;4242;4130;39073;8004;9.21;172
Africa;3799;3513;23193;4884;6.11;97
Europa;3711;3620;25503;6801;6.87;86
Africa;3545;3453;18527;4405;5.23;103
America;3490;3385;28413;4626;8.14;151
Europa;3340;3262;25532;4111;7.64;154
Asia;3219;3033;21091;3368;6.55;144
Europa;2706;2659;16165;5266;5.97;122
Africa;2451;2431;14703;2764;6.00;89
America;2197;2119;13812;1670;6.29;141
Africa;1853;1763;12242;2058;6.61;109
Asia;1774;1735;11125;1661;6.27;92
America;1760;1661;8540;1664;4.85;106
Asia;1618;1529;11751;1120;7.26;100
Asia;1617;1564;11337;2246;7.01;112
Europa;1604;1560;18787;3523;11.71;148
Asia;1471;1426;15098;2410;10.26;122
Europa;1431;1406;7842;1485;5.48;114
Asia;1373;1316;13374;1631;9.74;126
Africa;1278;1190;18024;3145;14.10;149
Asia;1208;1107;10339;1071;8.56;109
Asia;1080;1043;7343;971;6.80;92
Asia;1029;948;11088;1216;10.78;131
America;974;942;11989;978;12.31;141
Europa;927;878;8964;1278;9.67;100
Europa;883;797;15971;1740;18.09;181
Europa;795;767;4579;884;5.76;94
America;777;751;11175;1359;14.38;114
Asia;764;712;5537;679;7.25;96
America;759;722;10714;1306;14.12;126
Africa;643;608;5456;1113;8.49;78
Asia;618;590;4335;517;7.01;74
Africa;614;579;8678;1358;14.13;102
Africa;595;541;10527;1705;17.69;111
Europa;594;587;6419;1116;10.81;116
Europa;591;566;7361;739;12.46;92
Africa;583;561;5082;1245;8.72;82
Europa;552;546;2248;381;4.07;50
Europa;542;510;4386;731;8.09;90
Africa;541;511;6534;719;12.08;82
Asia;535;509;3649;468;6.82;60
America;501;474;6981;762;13.93;115
Asia;492;441;3442;518;7.00;80
Europa;481;471;1913;271;3.98;49
Europa;480;464;2514;397;5.24;67
Asia;438;415;1862;235;4.25;46
Asia;438;431;2671;401;6.10;58
America;404;385;6979;862;17.27;92
Africa;360;330;3268;426;9.08;83
Asia;342;336;1329;205;3.89;59
Asia;335;328;3677;360;10.98;64
Africa;320;309;2256;297;7.05;76
America;315;299;6481;739;20.57;119
Africa;311;297;1991;221;6.40;63
Africa;304;280;3867;406;12.72;81
Europa;303;297;2810;446;9.27;68
America;300;271;1937;320;6.46;64
Africa;299;291;2038;284;6.82;58
America;299;274;3551;191;11.88;67
Africa;295;277;4204;639;14.25;89
Africa;271;267;4179;562;15.42;71
Asia;270;249;1332;132;4.93;43
Europa;264;243;2351;262;8.91;70
Asia;253;245;1948;255;7.70;48
America;244;235;3830;325;15.70;71
Africa;226;222;1143;98;5.06;41
Africa;225;210;3729;492;16.57;75
Africa;213;204;1899;383;8.92;55
Asia;208;198;1468;213;7.06;61
Africa;202;191;2610;386;12.92;62
Asia;196;188;1403;93;7.16;41
Africa;159;151;1669;197;10.50;56
Asia;145;132;2052;269;14.15;57
Oceania;139;134;1873;301;13.47;63
Africa;137;126;1838;265;13.42;59
Oceania;133;124;1599;102;12.02;46
Africa;131;125;2637;278;20.13;60
Europa;128;125;971;165;7.59;23
Oceania;128;123;1679;184;13.12;59
Asia;122;119;777;104;6.37;42
Africa;118;107;2940;308;24.92;85
America;110;102;1070;80;9.73;58
Africa;109;102;1489;133;13.66;67
Asia;108;103;1178;160;10.91;49
Africa;105;96;689;78;6.56;45
Asia;104;103;567;30;5.45;41
Europa;102;98;754;91;7.39;40
Asia;99;89;845;53;8.54;44
Asia;99;95;476;44;4.81;35
Europa;98;86;1792;231;18.29;64
Africa;97;93;1236;88;12.74;62
America;91;84;791;91;8.69;46
America;89;80;702;50;7.89;55
Europa;87;80;808;84;9.29;44
America;86;84;1300;88;15.12;51
Africa;85;83;1212;93;14.26;51
America;80;77;384;32;4.80;27
Africa;72;65;894;75;12.42;43
Africa;72;67;317;26;4.40;33
Oceania;70;64;757;74;10.81;50
America;69;69;560;67;8.12;48
Asia;68;65;430;6;6.32;67
America;66;60;841;60;12.74;43
Asia;61;59;280;75;4.59;24
America;58;52;725;78;12.50;46
Africa;57;52;324;29;5.68;35
Europa;46;45;783;110;17.02;40
Africa;44;42;333;7;7.57;31
America;41;40;528;32;12.88;45
America;41;39;443;14;10.80;36
America;40;37;479;19;11.98;39
Asia;37;35;355;64;9.59;24
Africa;37;34;433;47;11.70;38
Europa;36;32;620;55;17.22;40
Africa;36;33;333;5;9.25;37
America;35;32;833;39;23.80;62
Oceania;34;34;330;13;9.71;48
Africa;34;32;269;13;7.91;23
Africa;33;33;242;24;7.33;28
America;33;29;1120;44;33.94;39
America;31;30;245;16;7.90;34
Africa;28;25;203;17;7.25;36
Africa;25;21;111;2;4.44;28
Africa;24;23;168;5;7.00;28
America;24;23;104;4;4.33;28
Africa;24;23;230;41;9.58;29
Africa;21;19;376;60;17.90;44
Africa;21;21;140;15;6.67;23
Africa;20;20;250;7;12.50;33
Asia;19;18;120;8;6.32;20
America;19;19;157;9;8.26;16
America;19;17;102;14;5.37;25
America;16;16;233;19;14.56;30
America;16;16;173;19;10.81;29
Europa;14;12;161;3;11.50;19
Oceania;13;13;128;21;9.85;24
Oceania;13;12;189;15;14.54;22
Oceania;12;11;74;4;6.17;27
Oceania;11;10;335;7;30.45;19
America;11;10;71;2;6.45;18
America;11;11;181;3;16.45;26
America;10;10;17;0;1.70;10
Africa;10;10;155;4;15.50;26
Oceania;10;10;97;6;9.70;20
Europa;10;8;254;38;25.40;16
America;9;9;86;10;9.56;29
Africa;9;9;218;11;24.22;13
Africa;9;9;95;9;10.56;16
Oceania;9;9;158;5;17.56;23
Africa;8;8;39;4;4.88;15
Asia;8;8;97;1;12.13;18
America;8;8;128;3;16.00;17
America;7;6;39;9;5.57;18
Africa;7;7;13;1;1.86;8
Africa;6;6;46;10;7.67;17
Asia;6;5;33;0;5.50;10
Asia;5;5;19;1;3.80;13
Asia;5;5;23;5;4.60;17
Oceania;5;4;106;1;21.20;17
Europa;4;4;76;2;19.00;18
Africa;4;1;0;0;0.00;7
America;4;4;31;6;7.75;23
Africa;4;4;37;0;9.25;13
America;3;3;15;1;5.00;14
Oceania;3;3;11;0;3.67;14
Oceania;3;3;3;0;1.00;5
Africa;2;2;68;5;34.00;11
Oceania;2;2;0;0;0.00;5
America;1;0;1;0;1.00;10
Oceania;1;1;14;0;14.00;4
Africa;1;1;3;0;3.00;3
Africa;1;1;0;0;0.00;3
America;1;1;0;0;0.00;11
Oceania;1;1;34;0;34.00;7
America;1;1;0;0;0.00;8
Oceania;1;1;0;0;0.00;3
America;531362;481244;6530351;3214382;12.29;1518
Asia;296921;293909;1523138;857698;5.13;436
Europa;149426;131694;1812381;461324;12.13;934
Europa;136995;127404;1540910;438550;11.25;815
Asia;121899;117702;961368;290526;7.89;694
Europa;99629;93800;1048316;260045;10.52;742
America;82212;75991;971920;197867;11.82;725
Europa;79290;73283;859968;218148;10.85;654
Europa;66192;61619;667832;172852;10.09;531
Asia;65995;62523;409987;142580;6.21;341
Oceania;59186;53987;673001;159931;11.37;583
Asia;53353;51946;430671;104106;8.07;375
America;45492;43647;291511;109137;6.41;342
Europa;44931;41039;660872;121623;14.71;636
Europa;37523;36817;153605;51122;4.09;355
Asia;37275;36269;278050;69587;7.46;300
Europa;31901;29560;501250;77960;15.71;629
Asia;29959;28565;177651;46259;5.93;237
Europa;28464;27585;174461;46620;6.13;336
Europa;27282;25720;383910;65143;14.07;567
Europa;24591;22901;329069;54038;13.38;502
Asia;23859;23367;139002;55211;5.83;158
Europa;17905;16549;200131;31199;11.18;416
Europa;17046;15747;157185;26020;9.22;295
Europa;16533;15153;248637;38568;15.04;476
Asia;16417;15274;184805;28376;11.26;456
Europa;14789;14113;174688;30667;11.81;407
America;14679;14063;100690;21123;6.86;261
Europa;14312;13207;164079;27697;11.46;362
Europa;14190;13751;106149;27991;7.48;268
Asia;13821;13116;145859;20273;10.55;325
Europa;13521;12897;135069;27249;9.99;269
Asia;13404;12689;157305;23908;11.74;308
Asia;11187;10959;55616;17139;4.97;145
Africa;10966;10122;95141;21972;8.68;260
Europa;10754;10594;39017;13000;3.63;153
Oceania;10718;9861;112698;19293;10.51;318
Europa;10331;9413;120831;16432;11.70;299
America;9871;9410;83529;18227;8.46;249
Europa;8577;8235;72645;12097;8.47;277
Asia;8285;7903;65396;12180;7.89;190
Asia;8218;8039;47599;9610;5.79;148
Europa;6875;6732;23931;8017;3.48;159
America;6495;6233;53879;11469;8.30;214
Asia;6285;6059;33292;10184;5.30;130
Europa;5420;5224;26640;6151;4.92;161
Europa;4580;4429;37688;6946;8.23;172
Africa;4531;4383;16436;4050;3.63;103
Europa;4472;4337;24990;7499;5.59;86
Europa;4356;4212;26688;5850;6.13;165
Africa;4283;4153;21106;4937;4.93;97
Asia;4268;4091;25790;4647;6.04;144
America;4080;3943;25411;4272;6.23;151
Europa;3701;3593;21472;3640;5.80;154
Africa;3026;2995;14192;2816;4.69;89
Europa;2645;2597;13186;4367;4.99;122
America;2354;2254;11014;1411;4.68;141
Africa;2207;2084;9760;1862;4.42;109
America;2032;1926;7230;1362;3.56;106
Asia;1943;1903;10476;1284;5.39;92
Asia;1924;1829;11097;1276;5.77;100
Asia;1887;1787;15097;1759;8.00;126
Asia;1864;1790;10485;2346;5.63;112
Europa;1765;1679;17839;3432;10.11;148
Asia;1666;1614;12045;2199;7.23;122
Europa;1601;1586;5860;1211;3.66;114
Africa;1487;1345;16090;2583;10.82;149
Asia;1275;1181;9459;990;7.42;109
Europa;1246;1159;9359;1416;7.51;100
Asia;1135;1100;5700;801;5.02;92
Asia;1131;1060;12193;1391;10.78;131
Europa;1031;960;19566;1782;18.98;181
